id,epigraph,district,barrio,state
270282176,581001,01,105,Abierto
270282179,692001,04,401,Abierto
270282182,561004,07,702,Abierto
270282190,471902,13,1304,Abierto
270282194,477101,01,106,Abierto
270282232,464902,07,701,Abierto
270282242,561006,17,1701,Abierto
270282268,563005,17,1702,Abierto
270282270,561006,17,1702,Abierto
270282274,561004,06,604,Abierto
270282303,452002,03,304,Abierto
270282306,475203,09,904,Cerrado
270282315,475201,10,1003,Abierto
270282320,960201,15,1502,Cerrado
270282322,472102,20,2003,Cerrado
270282326,454001,06,601,Abierto
270282330,561006,03,301,Abierto
270282338,477301,21,2101,Abierto
270282354,821001,11,1101,Abierto
270282418,651001,06,606,Abierto
270282419,561004,15,1503,Abierto
270282428,562902,15,1504,Abierto
270282432,862002,07,704,Abierto
270282438,563007,11,1103,Abierto
270282456,472302,06,602,Baja Reunificación
270282457,472302,17,1705,Abierto
270282475,561005,06,601,Abierto
270282492,000000,09,905,Cerrado
270282494,464301,05,502,Abierto
270282502,561001,07,704,Abierto
270282509,477301,01,106,Abierto
270282517,563005,07,703,Abierto
270282535,561005,19,1901,Abierto
270282549,472402,09,903,Abierto
270282554,701001,05,502,Abierto
270282570,465001,02,202,Baja Reunificación
270282574,960201,09,902,Abierto
270282576,141001,11,1106,Abierto
270282633,472601,09,904,Abierto
270282682,477201,04,401,Abierto
270282684,477101,18,1802,Abierto
270282736,960201,03,306,Abierto
270282738,561004,03,303,Abierto
270282781,851001,04,403,Abierto
270282793,561004,15,1501,Abierto
270282794,561004,15,1501,Abierto
270282814,561005,17,1701,Cerrado
270282816,960201,10,1004,Abierto
270282818,472407,10,1004,Abierto
270282831,465001,15,1501,Abierto
270282862,749001,04,402,Abierto
270282875,960201,17,1704,Cerrado
270283031,461801,05,502,Baja
270283032,000000,13,1302,Cerrado
270283039,561001,04,404,Cerrado
270283054,563005,09,907,Abierto
270283060,610001,04,404,Abierto
270283114,472911,13,1305,Abierto
270283117,472102,01,105,Abierto
270283134,960201,11,1104,Abierto
270283135,477501,10,1003,Abierto
270283169,563007,07,706,Abierto
270283183,821001,05,502,Abierto
270283216,561005,01,105,Abierto
270283253,561006,04,404,Abierto
270283270,561004,07,702,Abierto
270283271,561001,07,705,Abierto
270283316,452001,09,903,Abierto
270283322,453001,12,1207,Abierto
270283328,250003,13,1306,Abierto
270283330,561001,15,1502,Abierto
270283331,561002,01,105,Abierto
270283349,960201,11,1101,Abierto
270283363,691001,07,705,Baja
270283364,561006,06,606,Abierto
270283376,561001,07,705,Abierto
270283410,561004,07,705,Abierto
270283462,561004,01,103,Abierto
270283463,561005,08,803,Abierto
270283466,563002,01,101,Abierto
270283493,855001,13,1303,Abierto
270283506,521001,13,1303,Abierto
270283541,472102,03,304,Abierto
270283556,855002,16,1603,Abierto
270283596,472911,17,1704,Abierto
270283623,325001,16,1604,Abierto
270283666,477701,04,406,Abierto
270283677,141001,11,1106,Abierto
270283709,960101,16,1604,Abierto
270283730,862003,03,306,Abierto
270283745,960101,20,2002,Abierto
270283770,692001,04,402,Abierto
270283793,561004,04,404,Abierto
270283796,854003,20,2006,Abierto
270283833,477808,01,106,Abierto
270283920,821001,04,401,Abierto
270283973,855001,18,1801,Abierto
270283977,210001,05,505,Abierto
270283991,960201,08,803,Abierto
270284042,821001,15,1505,Abierto
270284047,561004,09,902,Abierto
270284057,563005,08,804,Abierto
270284061,960902,08,803,Abierto
270284063,472910,08,804,Abierto
270284064,561001,14,1404,Abierto
270284075,960201,08,805,Abierto
270284096,181001,01,102,Cerrado
270284124,960201,03,302,Abierto
270284161,477701,15,1501,Abierto
270284183,472202,11,1103,Cerrado
270284201,561006,20,2007,Cerrado
270284219,472102,12,1204,Abierto
270284263,561001,11,1101,Cerrado
270284269,432001,12,1205,Abierto
270284287,561005,12,1207,Abierto
270284300,561005,12,1205,Abierto
270284301,960203,12,1206,Abierto
270284368,472407,07,702,Abierto
270284370,476101,01,101,Abierto
270284379,472601,07,705,Abierto
270284398,000000,13,1305,Cerrado
270284418,960203,13,1305,Abierto
270284461,472102,15,1505,Baja
270284476,851002,05,501,Cerrado
270284529,477101,04,401,Abierto
270284584,561004,11,1102,Abierto
270284585,561004,09,903,Abierto
270284614,472203,11,1107,Abierto
270284666,730001,06,602,Abierto
270284712,960201,03,302,Abierto
270284753,960201,08,806,Cerrado
270284773,960201,10,1003,Abierto
270284796,561004,07,703,Abierto
270284826,749001,15,1502,Abierto
270284850,701001,04,401,Abierto
270284897,472407,07,702,Abierto
270284900,821001,04,401,Abierto
270284913,561005,01,105,Abierto
270284966,181002,07,703,Baja
270284977,960902,08,804,Abierto
270285025,471101,20,2007,Abierto
270285030,821001,15,1509,Abierto
270285051,620001,17,1701,Abierto
270285059,477201,03,301,Abierto
270285060,477201,20,2005,Abierto
270285065,960101,15,1501,Cerrado
270285087,931008,15,1502,Abierto
270285092,563005,13,1301,Abierto
270285128,750002,11,1107,Abierto
270285159,290001,15,1504,Abierto
270285161,561006,07,706,Abierto
270285183,960201,07,706,Abierto
270285233,475901,08,806,Abierto
270285262,559001,07,706,Abierto
270285281,471902,12,1204,Abierto
270285362,551005,01,102,Abierto
270285387,869005,20,2002,Abierto
270285424,563002,05,502,Abierto
270285428,472201,19,1901,Cerrado
270285516,561004,07,703,Abierto
270285595,472102,07,702,Abierto
270285610,960201,06,603,Abierto
270285665,562901,10,1007,Abierto
270285675,641001,15,1505,Abierto
270285740,477301,10,1007,Abierto
270285765,472206,01,104,Abierto
270285799,561004,03,301,Abierto
270285810,477801,13,1303,Abierto
270285815,452001,04,403,Abierto
270285886,452001,04,405,Abierto
270285888,561001,06,603,Abierto
270285891,561006,07,704,Abierto
270285901,474201,08,804,Baja Reunificación
270285917,862003,16,1602,Abierto
270285928,452002,15,1502,Abierto
270285933,471902,09,902,Abierto
270285950,130001,09,904,Cerrado
270285952,862003,17,1705,Abierto
270285961,472204,10,1007,Abierto
270285977,471101,02,202,Abierto
270286009,749001,01,103,Abierto
270286012,561001,04,401,Abierto
270286019,561005,05,503,Abierto
270286027,561005,07,701,Abierto
270286035,521001,11,1106,Abierto
270286057,900003,01,103,Abierto
270286060,900003,01,103,Abierto
270286068,000000,03,303,Cerrado
270286092,472102,12,1204,Abierto
270286144,960201,11,1104,Abierto
270286184,862001,09,903,Abierto
270286212,472206,15,1504,Cerrado
270286218,472206,09,902,Baja
270286219,472204,04,401,Abierto
270286222,561006,02,203,Abierto
270286245,889002,19,1901,Abierto
270286265,710001,08,805,Abierto
270286281,562902,08,806,Abierto
270286342,900003,01,104,Abierto
270286343,561004,05,502,Abierto
270286359,476201,13,1306,Cerrado
270286367,561007,05,502,Abierto
270286451,821001,08,806,Abierto
270286460,563005,12,1201,Abierto
270286463,812001,08,806,Uso vivienda
270286464,477101,01,105,Abierto
270286557,692001,03,301,Abierto
270286570,452001,01,105,Abierto
270286580,472911,14,1401,Abierto
270286581,472202,05,502,Abierto
270286586,561005,10,1004,Abierto
270286587,920002,10,1004,Baja Reunificación
270286603,960201,04,403,Abierto
270286617,477301,08,806,Abierto
270286641,474102,01,104,Abierto
270286678,000000,13,1303,Cerrado
270286692,411001,07,701,Abierto
270286697,477101,01,104,Abierto
270286712,472402,06,602,Abierto
270286727,561005,17,1705,Abierto
270286766,861002,04,402,Abierto
270286879,855002,08,804,Abierto
270286887,730001,08,806,Abierto
270286889,000000,08,804,Abierto
270286901,949902,04,405,Abierto
270286913,476101,01,103,Cerrado
270286925,475206,15,1502,Abierto
270286931,750002,03,303,Abierto
270286954,475101,04,402,Abierto
270287043,474201,13,1302,Abierto
270287133,471101,06,601,Abierto
270287135,477101,14,1403,Abierto
270287136,477201,09,906,Abierto
270287149,730001,01,101,Abierto
270287162,610002,11,1102,Abierto
270287166,472206,13,1302,Abierto
270287171,561004,16,1602,Abierto
270287185,477501,05,502,Abierto
270287194,641001,07,704,Abierto
270287197,563005,02,205,Abierto
270287246,561001,01,106,Abierto
270287247,561001,09,901,Cerrado
270287248,477301,13,1302,Abierto
270287250,477301,01,104,Abierto
270287258,960203,06,606,Abierto
270287273,561004,09,902,Abierto
270287281,561004,12,1204,Abierto
270287323,474201,13,1302,Abierto
270287326,472205,17,1702,Baja Reunificación
270287332,472911,12,1203,Abierto
270287341,477301,16,1604,Abierto
270287369,561006,11,1103,Abierto
270287384,477101,02,205,Abierto
270287397,683001,20,2007,Abierto
270287414,561001,04,401,Abierto
270287421,452002,11,1103,Abierto
270287429,472206,10,1002,Abierto
270287440,472907,18,1801,Abierto
270287443,472205,15,1505,Abierto
270287445,561005,18,1801,Abierto
270287454,464903,02,202,Abierto
270287457,561004,02,206,Abierto
270287459,561005,02,206,Abierto
270287478,475902,10,1004,Abierto
270287482,477101,04,401,Abierto
270287483,474201,05,501,Abierto
270287488,561004,06,603,Abierto
270287528,960201,12,1204,Cerrado
270287551,683001,03,303,Abierto
270287554,561004,03,302,Abierto
270287594,561006,06,602,Abierto
270287596,432001,04,404,Abierto
270287608,439001,03,302,Abierto
270287609,432001,15,1504,Cerrado
270287626,477301,03,303,Abierto
270287689,952005,17,1701,Cerrado
270287702,452001,20,2001,Abierto
270287709,477301,01,102,Abierto
270287710,472910,01,105,Abierto
270287740,522002,01,101,Abierto
270287745,559001,15,1503,Abierto
270287802,551005,10,1003,Cerrado
270287806,477301,15,1501,Abierto
270287809,477301,09,904,Abierto
270287884,869007,08,805,Abierto
270287914,750003,17,1704,Abierto
270287974,862003,16,1603,Abierto
270288212,861002,04,405,Abierto
270288299,920001,04,405,Abierto
270288355,869007,02,202,Abierto
270288426,862004,04,401,Abierto
270288451,862002,01,103,Abierto
270288464,862003,12,1201,Abierto
270288519,862004,11,1101,Abierto
270288809,691002,01,104,Abierto
270288821,472601,10,1007,Abierto
270288838,477805,04,403,Abierto
270288866,869007,15,1503,Cerrado
270288876,920001,02,206,Abierto
270289003,710002,07,706,Baja
270289017,869004,04,404,Abierto
270289067,855002,09,907,Abierto
270289102,862004,07,706,Abierto
270289103,862003,09,904,Abierto
270289141,750004,04,403,Abierto
270289149,960203,08,805,Abierto
270289437,869006,11,1101,Baja
270289612,869003,08,806,Abierto
270289996,472601,13,1306,Abierto
270290040,743002,01,104,Abierto
270290213,750002,06,601,Abierto
270290712,691002,07,703,Abierto
270290716,466002,10,1002,Abierto
270290846,651001,11,1102,Abierto
270291135,750005,20,2001,Abierto
270291161,920001,19,1901,Abierto
270291445,862004,03,304,Abierto
270291583,861002,08,805,Abierto
270291635,855002,11,1103,Abierto
270291951,561002,17,1701,Abierto
270292096,862004,04,401,Abierto
270292748,477101,04,401,Abierto
270292825,551005,12,1201,Abierto
270292977,862004,06,601,Abierto
270293131,862004,03,303,Baja
270293163,692001,18,1801,Abierto
270293202,862001,02,203,Abierto
270293422,862003,16,1603,Abierto
270294031,920001,12,1205,Abierto
270294233,691002,06,603,Baja
270294332,862004,20,2007,Abierto
270294944,920001,01,102,Abierto
270295204,750002,03,304,Abierto
270295389,960202,07,702,Abierto
270295646,750002,10,1005,Abierto
270295682,691002,01,104,Abierto
270295774,803002,04,404,Abierto
270295933,710002,04,402,Abierto
270296409,461801,11,1103,Abierto
270296449,855002,04,405,Abierto
270296467,960203,18,1801,Abierto
270296479,920001,01,104,Abierto
270296504,683001,11,1104,Abierto
270296754,561004,12,1206,Abierto
270296759,477101,04,402,Abierto
270296778,477601,08,803,Abierto
270296784,472911,12,1201,Abierto
270296808,452002,17,1701,Abierto
270296829,250003,06,601,Abierto
270296839,563003,10,1004,Abierto
270296846,855002,02,202,Abierto
270296851,561004,02,207,Abierto
270296854,561005,12,1204,Abierto
270296871,581001,07,704,Abierto
270296879,472102,13,1301,Abierto
270296882,452002,13,1302,Abierto
270296901,960203,07,705,Abierto
270296907,454001,05,502,Abierto
270296916,472203,20,2007,Cerrado
270296921,471103,07,703,Abierto
270296950,471104,05,502,Abierto
270296962,477301,13,1303,Abierto
270296985,477201,01,101,Abierto
270296986,471104,09,902,Abierto
270297016,472102,18,1801,Cerrado
270297025,475903,16,1603,Cerrado
270297027,472401,05,504,Abierto
270297043,730001,06,601,Cerrado
270297048,432001,15,1505,Abierto
270297054,472206,15,1503,Cerrado
270297057,472910,04,404,Abierto
270297069,960201,15,1502,Abierto
270297090,472203,10,1004,Abierto
270297096,107001,05,503,Abierto
270297121,476501,04,401,Abierto
270297147,561005,11,1103,Abierto
270297148,561005,11,1104,Abierto
270297167,561005,04,403,Abierto
270297169,692001,01,105,Abierto
270297194,477602,04,404,Abierto
270297195,471902,12,1207,Abierto
270297197,561006,12,1202,Abierto
270297214,452001,11,1105,Abierto
270297218,960203,17,1704,Abierto
270297222,561004,17,1704,Abierto
270297231,477804,02,206,Abierto
270297242,477301,13,1305,Abierto
270297243,477301,08,806,Abierto
270297252,561006,07,701,Abierto
270297273,952002,15,1504,Abierto
270297302,561006,03,302,Abierto
270297317,471104,15,1501,Abierto
270297327,561005,15,1503,Abierto
270297330,472601,07,704,Abierto
270297350,472302,02,206,Abierto
270297354,472102,17,1704,Abierto
270297368,563005,17,1703,Cerrado
270297376,475203,12,1207,Abierto
270297401,692001,06,602,Abierto
270297407,710002,11,1106,Abierto
270297410,561001,15,1507,Abierto
270297411,662001,14,1403,Abierto
270297450,181002,20,2001,Abierto
270297458,250003,09,907,Abierto
270297461,321001,11,1103,Abierto
270297494,563005,05,505,Abierto
270297509,47800105,06,601,Abierto
270297512,561001,05,503,Abierto
270297518,561001,06,601,Abierto
270297519,960201,17,1701,Abierto
270297530,475201,11,1104,Abierto
270297561,472202,17,1701,Abierto
270297573,960201,12,1206,Cerrado
270297576,620001,12,1202,Abierto
270297579,471101,16,1604,Cerrado
270297584,475201,20,2001,Abierto
270297591,592001,15,1505,Abierto
270297593,475101,16,1603,Abierto
270297597,477201,16,1603,Abierto
270297604,561004,03,305,Abierto
270297635,561004,09,902,Abierto
270297658,561004,05,502,Abierto
270297660,331001,16,1604,Abierto
270297678,452002,17,1705,Abierto
270297703,472401,10,1005,Abierto
270297725,692001,07,702,Abierto
270297746,862003,01,103,Abierto
270297785,477301,04,406,Abierto
270297786,477301,20,2003,Abierto
270297787,477301,12,1205,Abierto
270297795,432001,11,1102,Abierto
270297803,561004,05,503,Abierto
270297808,250003,11,1103,Abierto
270297819,329001,15,1502,Abierto
270297884,452001,13,1306,Abierto
270297887,411001,20,2005,Abierto
270297896,620001,04,401,Abierto
270297906,692001,03,301,Abierto
270297935,952005,16,1603,Abierto
270297937,471902,12,1203,Abierto
270297969,472204,08,803,Abierto
270297995,960201,17,1701,Abierto
270298020,821001,01,104,Abierto
270298042,561004,07,704,Abierto
270298052,561004,21,2105,Abierto
270298057,561004,21,2103,Abierto
270298058,730001,07,706,Abierto
270298077,452001,20,2001,Abierto
270298096,692001,07,705,Abierto
270298131,181003,01,106,Abierto
270298132,452002,13,1301,Abierto
270298163,561006,07,704,Abierto
270298206,561005,12,1201,Baja Reunificación
270298214,475203,16,1604,Abierto
270298216,561004,16,1604,Abierto
270298266,641001,15,1503,Abierto
270298270,641001,05,503,Abierto
270298271,477601,01,105,Abierto
270298283,561005,01,106,Abierto
270298303,952005,02,201,Abierto
270298306,952005,19,1901,Abierto
270298311,692001,03,305,Abierto
270298322,476101,07,702,Cerrado
270298326,960201,12,1204,Abierto
270298329,432001,11,1102,Abierto
270298334,931009,05,502,Abierto
270298395,476201,18,1802,Abierto
270298416,869001,12,1207,Abierto
270298421,561005,18,1802,Abierto
270298426,561005,11,1104,Abierto
270298466,452002,12,1207,Abierto
270298472,472901,03,301,Cerrado
270298476,452001,16,1603,Cerrado
270298477,452004,16,1603,Cerrado
270298483,960202,03,301,Abierto
270298509,561005,18,1802,Abierto
270298531,472901,17,1704,Cerrado
270298535,960201,01,102,Cerrado
270298536,561004,21,2101,Abierto
270298541,651001,16,1603,Abierto
270298547,471101,13,1301,Uso vivienda
270298556,561001,09,902,Abierto
270298564,561005,13,1302,Abierto
270298569,561005,02,203,Abierto
270298584,461801,05,501,Abierto
270298597,000000,07,702,Abierto
270298615,862001,05,501,Abierto
270298631,561005,07,704,Abierto
270298635,432001,02,203,Abierto
270298639,432001,13,1305,Abierto
270298642,451002,11,1102,Abierto
270298663,452001,13,1306,Abierto
270298672,862003,13,1304,Abierto
270298674,477301,13,1306,Abierto
270298682,472302,03,304,Abierto
270298690,433001,16,1604,Cerrado
270298706,000000,13,1305,Cerrado
270298722,464501,12,1201,Abierto
270298732,451001,11,1104,Abierto
270298750,464903,02,201,Abierto
270298751,960201,17,1703,Abierto
270298753,466002,17,1701,Abierto
270298767,960201,19,1901,Abierto
270298768,475907,19,1901,Abierto
270298789,862003,03,301,Cerrado
270298791,452002,20,2007,Abierto
270298809,561006,04,405,Abierto
270298833,473001,02,206,Abierto
270298840,321001,20,2001,Abierto
270298856,454001,04,402,Abierto
270298862,322001,06,603,Abierto
270298866,452002,10,1002,Abierto
270298889,960201,13,1306,Abierto
270298897,452001,06,605,Abierto
270298904,960201,01,105,Abierto
270298911,561001,07,704,Abierto
270298913,477402,07,701,Abierto
270298920,561001,01,103,Abierto
270298924,692001,07,702,Abierto
270298931,477101,04,401,Abierto
270298938,454001,11,1103,Cerrado
270298956,563002,16,1603,Cerrado
270298972,472911,06,603,Abierto
270299027,432001,15,1501,Cerrado
270299084,475901,11,1103,Abierto
270299090,960901,09,906,Abierto
270299110,471101,17,1705,Abierto
270299116,854002,07,706,Abierto
270299146,851001,05,504,Abierto
270299150,563005,11,1102,Abierto
270299158,900003,01,102,Abierto
270299168,477201,07,701,Abierto
270299193,472102,05,504,Abierto
270299203,561005,21,2101,Abierto
270299218,476403,05,504,Abierto
270299240,730001,04,406,Baja
270299242,561001,01,102,Abierto
270299243,476501,01,102,Abierto
270299256,869003,17,1705,Abierto
270299279,662001,08,805,Abierto
270299281,960101,07,705,Cerrado
270299286,452002,05,505,Abierto
270299298,477602,17,1705,Cerrado
270299303,960201,04,402,Abierto
270299308,561001,21,2104,Abierto
270299312,952002,13,1302,Abierto
270299333,475907,05,503,Abierto
270299347,474201,02,202,Abierto
270299366,472102,04,402,Abierto
270299381,749001,05,501,Abierto
270299402,561004,09,903,Abierto
270299413,561004,13,1302,Abierto
270299417,960201,05,505,Baja
270299418,452002,06,601,Abierto
270299438,561004,07,706,Abierto
270299448,960201,05,505,Abierto
270299459,561004,02,201,Abierto
270299460,451002,18,1801,Abierto
270299482,477101,16,1603,Abierto
270299494,561001,07,706,Cerrado
270299513,477806,17,1701,Abierto
270299533,561006,07,703,Abierto
270299539,475907,02,206,Abierto
270299548,453001,02,206,Abierto
270299552,453001,02,203,Abierto
270299563,862003,02,205,Abierto
270299595,821001,10,1002,Abierto
270299605,477101,07,703,Abierto
270299644,960201,04,402,Abierto
270299651,472401,01,102,Cerrado
270299663,682001,06,602,Abierto
270299686,000000,12,1204,Cerrado
270299714,471101,02,201,Cerrado
270299721,869009,17,1705,Abierto
270299792,472901,03,301,Abierto
270299838,561004,12,1206,Abierto
270299846,471104,01,105,Cerrado
270299866,862001,01,104,Baja
270299880,563005,13,1306,Abierto
270299892,477601,15,1505,Abierto
270299907,931008,13,1305,Abierto
270299911,561001,04,406,Abierto
270299929,477701,19,1901,Abierto
270299964,472404,17,1705,Abierto
270300023,931008,05,501,Abierto
270300027,960201,10,1003,Abierto
270300028,477201,04,402,Cerrado
270300031,561006,04,402,Abierto
270300036,790001,01,105,Baja
270300054,477101,01,104,Abierto
270300109,663001,04,406,Abierto
270300131,551003,01,105,Abierto
270300138,561005,15,1504,Cerrado
270300180,869001,04,406,Abierto
270300296,432001,13,1301,Abierto
270300324,949201,02,203,Abierto
270300343,160001,13,1306,Abierto
270300369,452001,10,1006,Cerrado
270300371,472203,09,907,Abierto
270300382,561004,18,1801,Abierto
270300402,477101,19,1901,Abierto
270300485,949902,17,1704,Abierto
270300487,561005,18,1802,Abierto
270300494,476501,18,1801,Abierto
270300507,561005,13,1301,Cerrado
270300509,475901,02,206,Abierto
270300525,561004,05,504,Abierto
270300576,475101,17,1704,Abierto
270300579,471902,16,1603,Abierto
270300588,561001,07,702,Abierto
270300606,433001,02,206,Baja
270300612,477101,07,703,Abierto
270300636,471104,09,903,Abierto
270300642,750004,13,1306,Abierto
270300703,862001,07,705,Abierto
270300742,472402,07,701,Abierto
270300749,563002,07,704,Abierto
270300765,960201,07,705,Abierto
270300778,581001,09,906,Cerrado
270300816,952005,06,605,Abierto
270300817,960201,06,604,Abierto
270300824,563005,15,1509,Cerrado
270300839,475901,05,501,Abierto
270300875,561005,15,1501,Cerrado
270300881,821001,07,701,Abierto
270300886,821001,06,602,Abierto
270300891,160001,17,1704,Cerrado
270300907,889002,08,806,Abierto
270300926,472407,09,904,Abierto
270300984,472601,09,902,Abierto
270300986,472402,09,904,Abierto
270300988,790001,06,602,Cerrado
270300989,477501,07,706,Abierto
270300996,521001,14,1404,Abierto
270301020,561004,07,703,Abierto
270301037,641001,06,601,Abierto
270301038,561004,06,603,Abierto
270301040,641001,06,602,Abierto
270301078,250003,18,1801,Abierto
270301112,452002,07,705,Abierto
270301137,561005,07,703,Abierto
270301139,563005,07,702,Abierto
270301162,452004,05,502,Cerrado
270301169,561006,07,704,Abierto
270301202,477101,07,701,Abierto
270301221,452001,11,1101,Cerrado
270301223,561004,06,606,Abierto
270301256,960203,07,702,Abierto
270301263,471103,07,702,Abierto
270301274,477101,15,1503,Cerrado
270301288,561004,06,601,Abierto
270301302,181001,18,1801,Abierto
270301312,476403,07,701,Abierto
270301343,851001,09,907,Abierto
270301415,563002,09,903,Abierto
270301439,960203,06,603,Abierto
270301442,467002,05,505,Abierto
270301451,960902,06,603,Cerrado
270301488,471101,06,605,Abierto
270301494,472907,10,1007,Abierto
270301543,452002,17,1704,Abierto
270301557,477101,12,1205,Abierto
270301567,475901,05,505,Abierto
270301569,452002,19,1901,Abierto
270301581,476201,16,1603,Abierto
270301605,000000,05,504,Cerrado
270301619,160001,10,1003,Abierto
270301634,692001,05,501,Abierto
270301637,561004,05,505,Abierto
270301670,960201,16,1602,Abierto
270301676,561005,10,1005,Abierto
270301677,561001,05,505,Abierto
270301679,563004,12,1203,Abierto
270301680,000000,10,1004,Abierto
270301700,869007,03,304,Abierto
270301752,563005,01,102,Abierto
270301757,477806,03,301,Abierto
270301758,477806,13,1305,Abierto
270301824,477901,07,703,Abierto
270301840,453001,11,1101,Abierto
270301862,452004,13,1303,Abierto
270301863,561001,09,902,Abierto
270301901,477101,01,106,Baja Reunificación
270301909,561004,07,704,Abierto
270301919,561001,07,703,Abierto
270301933,471101,05,501,Abierto
270301967,325001,16,1603,Abierto
270301972,562901,21,2105,Abierto
270301974,561004,05,502,Abierto
270301988,432001,02,204,Abierto
270301992,862001,04,401,Abierto
270302011,472601,08,804,Abierto
270302137,960203,02,202,Abierto
270302171,920001,15,1502,Cerrado
270302203,862002,05,502,Abierto
270302437,471104,01,104,Cerrado
270302449,000000,13,1301,Cerrado
270302519,691002,10,1004,Abierto
270302592,691001,04,406,Abierto
270302614,821001,07,703,Abierto
270302629,472401,15,1502,Abierto
270302642,472102,04,403,Abierto
270302677,561001,12,1205,Abierto
270302680,471902,04,402,Abierto
270302683,471902,17,1701,Abierto
270302684,472401,17,1701,Abierto
270302686,471101,17,1701,Abierto
270302688,471101,08,805,Abierto
270302689,551003,17,1701,Cerrado
270302690,472201,17,1701,Abierto
270302693,432001,08,805,Abierto
270302699,471101,11,1105,Abierto
270302728,562902,11,1107,Abierto
270302729,472102,12,1205,Abierto
270302765,931001,18,1801,Abierto
270302833,610001,21,2105,Abierto
270302855,471901,07,703,Abierto
270302930,931001,14,1403,Abierto
270302934,471101,02,201,Abierto
270302935,472101,07,705,Abierto
270302947,471101,10,1002,Abierto
270302978,452002,15,1501,Abierto
270302982,561004,13,1303,Abierto
270302987,952005,10,1002,Uso vivienda
270302990,471101,03,301,Cerrado
270302992,432001,10,1002,Abierto
270303020,477101,11,1102,Abierto
270303030,472901,20,2007,Abierto
270303064,477201,08,804,Abierto
270303146,472907,10,1003,Abierto
270303170,472302,10,1007,Abierto
270303187,561004,01,105,Abierto
270303203,475301,20,2001,Cerrado
270303223,472901,06,601,Abierto
270303229,952003,15,1503,Abierto
270303236,561005,03,305,Cerrado
270303266,472102,13,1304,Abierto
270303301,472405,04,403,Abierto
270303325,561004,18,1801,Cerrado
270303329,691001,05,501,Abierto
270303332,181001,18,1801,Cerrado
270303333,960201,18,1801,Abierto
270303344,521001,13,1304,Abierto
270303351,681001,01,106,Abierto
270303354,869010,20,2005,Cerrado
270303366,960101,08,805,Abierto
270303367,472502,11,1103,Cerrado
270303373,881001,20,2003,Abierto
270303398,477101,04,401,Abierto
270303416,472102,06,602,Abierto
270303421,000000,04,403,Abierto
270303442,561004,01,101,Abierto
270303447,561004,07,704,Abierto
270303458,821001,05,505,Abierto
270303479,561004,11,1103,Abierto
270303491,160001,17,1701,Abierto
270303524,692001,07,705,Abierto
270303529,476201,06,602,Abierto
270303583,960203,14,1403,Cerrado
270303595,477201,06,601,Abierto
270303600,472201,04,402,Baja Reunificación
270303657,412001,18,1801,Abierto
270303662,749001,04,405,Abierto
270303664,561006,04,401,Abierto
270303672,477901,03,301,Abierto
270303716,561005,04,402,Abierto
270303723,851002,05,505,Abierto
270303753,561006,01,103,Abierto
270303784,561005,15,1502,Abierto
270303808,750002,10,1004,Abierto
270303839,561002,09,906,Cerrado
270303850,821001,07,706,Abierto
270303853,000000,05,502,Abierto
270303857,325001,06,605,Abierto
270303861,749001,01,101,Abierto
270303874,472102,06,601,Abierto
270303894,472905,12,1206,Baja
270303917,477301,10,1002,Abierto
270303960,749001,01,104,Abierto
270303978,960201,18,1801,Cerrado
270304027,681001,05,501,Abierto
270304033,692001,02,206,Baja
270304046,692001,04,401,Abierto
270304053,563002,11,1105,Cerrado
270304054,561005,07,705,Abierto
270304067,563007,19,1901,Abierto
270304072,477901,01,102,Abierto
270304114,475206,11,1104,Abierto
270304130,250003,13,1301,Cerrado
270304131,471101,03,305,Abierto
270304136,475204,08,803,Abierto
270304145,561004,01,105,Abierto
270304146,862001,01,103,Abierto
270304155,160001,16,1606,Abierto
270304156,472102,13,1303,Abierto
270304166,561001,01,101,Abierto
270304192,000000,11,1102,Uso vivienda
270304201,477807,04,401,Abierto
270304208,561001,02,202,Abierto
270304210,741001,02,202,Abierto
270304216,855001,03,303,Abierto
270304228,477806,11,1102,Abierto
270304231,477806,11,1104,Abierto
270304233,472911,10,1002,Abierto
270304258,475101,01,106,Abierto
270304284,475204,17,1701,Abierto
270304297,472911,15,1502,Abierto
270304299,561005,02,207,Cerrado
270304332,561006,04,404,Cerrado
270304334,477901,10,1002,Abierto
270304356,960203,04,404,Abierto
270304363,477101,15,1503,Abierto
270304389,862003,07,701,Abierto
270304416,471101,16,1602,Cerrado
270304431,561001,01,102,Abierto
270304459,561006,01,104,Abierto
270304470,960201,19,1901,Abierto
270304500,952004,11,1101,Abierto
270304512,471901,08,805,Abierto
270304529,432001,15,1501,Cerrado
270304535,472402,15,1503,Abierto
270304539,477602,04,402,Abierto
270304545,472402,11,1101,Abierto
270304547,960201,15,1502,Abierto
270304551,551005,15,1502,Abierto
270304553,000000,10,1001,Abierto
270304588,477701,10,1007,Abierto
270304593,561004,09,902,Abierto
270304614,472911,15,1502,Abierto
270304653,749001,04,402,Abierto
270304655,452004,17,1701,Abierto
270304683,561005,06,604,Abierto
270304686,561004,03,304,Abierto
270304709,465001,20,2001,Abierto
270304710,477806,09,903,Abierto
270304712,477808,01,106,Abierto
270304713,561006,01,105,Abierto
270304716,477701,17,1705,Abierto
270304728,561005,05,502,Abierto
270304746,472911,01,103,Abierto
270304747,477101,07,702,Abierto
270304781,477101,01,106,Cerrado
270304804,477101,04,401,Abierto
