metric_id,geo_id,geo_level,period,value,unit,source_id,observation_end,published_at,fetched_at,quality_flag,revision,prior_value,reason
licences_granted,dist-28079-14,district,2026-02,2,licences,madrid_licencias,2026-02-28,,2026-08-04,ok,0,1,unexpected_revision
licences_granted,dist-28079-14,district,2026-03,2,licences,madrid_licencias,2026-03-31,,2026-08-04,ok,0,1,unexpected_revision
licences_granted,dist-28079-01,district,2023-09,7,licences,madrid_licencias,2023-09-30,,2026-08-04,ok,0,6,unexpected_revision
licences_granted,dist-28079-01,district,2025-03,6,licences,madrid_licencias,2025-03-31,,2026-08-04,ok,0,5,unexpected_revision
licences_granted,dist-28079-01,district,2025-05,4,licences,madrid_licencias,2025-05-31,,2026-08-04,ok,0,3,unexpected_revision
licences_granted,dist-28079-07,district,2025-09,3,licences,madrid_licencias,2025-09-30,,2026-08-04,ok,0,2,unexpected_revision
licences_granted,dist-28079-03,district,2024-07,3,licences,madrid_licencias,2024-07-31,,2026-08-04,ok,0,2,unexpected_revision
licences_granted,dist-28079-01,district,2025-01,7,licences,madrid_licencias,2025-01-31,,2026-08-04,ok,0,6,unexpected_revision
licences_granted,dist-28079-07,district,2025-05,4,licences,madrid_licencias,2025-05-31,,2026-08-04,ok,0,3,unexpected_revision
licences_granted,dist-28079-01,district,2026-02,2,licences,madrid_licencias,2026-02-28,,2026-08-04,ok,0,1,unexpected_revision
